QTLID	QTLName	LocusName
2184	Seed width 1-13	9999
3049	Seed coat cracking 3-10	Satt160
2226	Plant height 26-16	Satt547
2226	Plant height 26-16	Satt244
2105	First flower 22-3	Sat_099
2109	Seed stearic 4-1	Satt168
2109	Seed stearic 4-1	Satt556
2109	Seed stearic 4-1	Satt070
2109	Seed stearic 4-1	Satt474
2261	Somatic embryogenesis 1-1	Satt307
2198	Seed height 1-14	A063_1
2198	Seed height 1-14	N
2249	Internode length 1-7	Satt415
2255	Internode length 1-13	Satt145
2244	Internode length 1-2	Sat_357
2228	Plant height 26-18	9999
2223	Plant height 26-13	Satt199
2196	Seed height 1-12	SOYGPATR
2196	Seed height 1-12	Satt578
2159	Seed length 1-15	Sat_077
2159	Seed length 1-15	Satt338
2071	Flood tolerance 4-8	Satt164
2264	Somatic emb per explant 1-2	Satt427
2221	Plant height 26-11	Satt146
2103	First flower 22-1	Satt180
2103	First flower 22-1	Satt338
2946	Seed weight 37-4	Satt288
2946	Seed weight 37-4	Satt199
2092	SCN 33-2	Satt632
2092	SCN 33-2	Sat_406
2065	Flood tolerance 4-2	Satt290
2065	Flood tolerance 4-2	Satt282
2199	Pod number 3-1	Satt426
2199	Pod number 3-1	Satt509
2153	Seed length 1-9	Satt335
2153	Seed length 1-9	Satt072
2150	Seed length 1-6	Satt150
2150	Seed length 1-6	Satt567
2143	SCN 34-4	Satt148
2166	Seed volume 1-6	Satt150
2166	Seed volume 1-6	Satt567
2220	Plant height 26-10	Satt045
2220	Plant height 26-10	Satt231
2180	Seed width 1-9	Sat_096
2180	Seed width 1-9	Satt095
2075	Flood tolerance 4-12	9999
2123	Pubescence density 1-2	Satt181
2064	Flood tolerance 4-1	Satt277
2064	Flood tolerance 4-1	Satt100
2064	Flood tolerance 4-1	A538_1
2094	SCN 33-4	Satt453
2266	Somatic embryogen effic 1-1	Satt427
2095	SCN 33-5	Satt163
2095	SCN 33-5	Satt309
2238	First flower 16-2	Satt296
2183	Seed width 1-12	9999
2233	Flower form 1-1	Satt640
2231	Plant height 26-21	9999
2259	Plant height 27-1	Satt357
2259	Plant height 27-1	Satt371
2158	Seed length 1-14	L192_1
2158	Seed length 1-14	Satt136
2122	Pubescence density 1-1	Satt147
2213	Plant height 26-3	Satt155
2168	Seed volume 1-8	Satt166
2168	Seed volume 1-8	Satt006
2746	Node number 5-1	Satt322
2107	Seed palmitic 5-1	Satt133
2188	Seed height 1-4	A975_1
2188	Seed height 1-4	K636_2
2164	Seed volume 1-4	A975_1
2164	Seed volume 1-4	K636_2
2091	SCN 33-1	Satt688
2091	SCN 33-1	Satt309
2234	Flower form 1-2	Satt468
2097	SCN 33-7	Sat_280
2097	SCN 33-7	Satt549
2172	Seed width 1-1	B2
2172	Seed width 1-1	Satt573
2089	Seed sucrose 3-5	Satt287
2081	Seed oligosaccharide 2-4	Satt442
2206	Pod number 3-8	9999
2154	Seed length 1-10	Satt527
2154	Seed length 1-10	Satt166
2069	Flood tolerance 4-6	A715_1
2256	Internode length 1-14	Sat_162
2200	Pod number 3-2	Satt251
2200	Pod number 3-2	Satt509
2224	Plant height 26-14	Satt505
2224	Plant height 26-14	Sat_094
2090	Seed sucrose 3-6	Sct_065
2247	Internode length 1-5	Satt594
2167	Seed volume 1-7	Satt527
2167	Seed volume 1-7	Satt166
2080	Seed oligosaccharide 2-3	Satt483
2156	Seed length 1-12	A463_1
2156	Seed length 1-12	K001_1
2209	Pod number 3-11	9999
2205	Pod number 3-7	9999
2215	Plant height 26-5	Satt276
2193	Seed height 1-9	L050_14
2193	Seed height 1-9	Sct_033
2083	Seed oligosaccharide 2-6	Sct_065
2252	Internode length 1-10	Satt307
2100	Seed coat color 1-3	Satt100
2202	Pod number 3-4	Satt277
2181	Seed width 1-10	G214_24
2181	Seed width 1-10	Satt399
2144	SCN 34-5	Satt173
2144	SCN 34-5	Satt466
2160	Seed length 1-16	9999
2704	Seed genistein 7-7	Sat_113
2145	Seed length 1-1	Sat_112
2145	Seed length 1-1	G214_10
2140	SCN 34-1	Satt533
2140	SCN 34-1	Satt517
2072	Flood tolerance 4-9	Satt296
2078	Seed oligosaccharide 2-1	Satt020
2361	Seed coat cracking 1-2	Satt201
2121	Seed yield 24-1	Satt076
2236	Flower form 1-4	Satt229
2060	SCN 32-3	Satt453
2060	SCN 32-3	Sat_331
2114	Seed linolenic 4-2	Satt235
2267	Phytoph 8-1	Satt414
2194	Seed height 1-10	Satt527
2194	Seed height 1-10	Satt166
2147	Seed length 1-3	Satt207
2147	Seed length 1-3	Satt315
2115	Lodging 22-1	Satt225
2229	Plant height 26-19	9999
2063	Fe effic 13-3	Sat_104
2258	Internode length 1-16	OI03_450
2262	Somatic embryogenesis 1-2	Satt286
2254	Internode length 1-12	Satt546
2102	Seed coat color 1-5	9999
2245	Internode length 1-3	Satt307
2111	Seed oleic 4-1	Satt263
2058	SCN 32-1	Satt038
2058	SCN 32-1	Satt309
2058	SCN 32-1	Sat_141
2101	Seed coat color 1-4	Satt125
2216	Plant height 26-6	Satt509
2216	Plant height 26-6	Satt251
2151	Seed length 1-7	Sat_003
2151	Seed length 1-7	Satt494
2152	Seed length 1-8	Satt423
2152	Seed length 1-8	W1
2185	Seed height 1-1	Satt508
2185	Seed height 1-1	Satt421
2076	Flood tolerance 4-13	9999
2187	Seed height 1-3	A053_2
2187	Seed height 1-3	R183_1
2146	Seed length 1-2	Satt508
2146	Seed length 1-2	Satt421
2148	Seed length 1-4	Satt234
2148	Seed length 1-4	Satt022
2062	Fe effic 13-2	Satt481
2250	Internode length 1-8	Satt570
2250	Internode length 1-8	Satt356
2227	Plant height 26-17	Satt022
2195	Seed height 1-11	Satt166
2195	Seed height 1-11	Satt006
2073	Flood tolerance 4-10	Satt658
2067	Flood tolerance 4-4	A520_1
2106	First flower 22-4	9999
2237	First flower 16-1	Satt531
2059	SCN 32-2	Satt583
2059	SCN 32-2	Sat_364
2084	Seed oligosaccharide 2-7	Satt166
2162	Seed volume 1-2	Satt369
2162	Seed volume 1-2	Satt553
2956	SCN 41-2	Satt163
2243	Internode length 1-1	Satt208
2066	Flood tolerance 4-3	A489_1
2240	First flower 16-4	Satt229
2242	Hypocotyl length 2-2	Satt145
2098	Seed coat color 1-1	Satt333
2222	Plant height 26-12	Satt288
2171	Seed volume 1-11	N
2171	Seed volume 1-11	Satt338
2232	Plant height 26-22	9999
2211	Plant height 26-1	Satt200
2211	Plant height 26-1	Satt042
2169	Seed volume 1-9	SOYGPATR
2169	Seed volume 1-9	Satt578
2251	Internode length 1-9	Satt594
2197	Seed height 1-13	L192_1
2197	Seed height 1-13	Satt136
2087	Seed sucrose 3-3	Satt483
2104	First flower 22-2	Satt289
2104	First flower 22-2	Satt557
2104	First flower 22-2	Satt100
2182	Seed width 1-11	A063_1
2182	Seed width 1-11	N
2265	Somatic emb per explant 1-3	Satt505
2110	Seed stearic 4-2	Satt249
2214	Plant height 26-4	Satt276
2096	SCN 33-6	Satt453
2179	Seed width 1-8	Satt166
2179	Seed width 1-8	Satt006
2230	Plant height 26-20	9999
2218	Plant height 26-8	Satt197
2142	SCN 34-3	Satt260
2142	SCN 34-3	Satt196
2263	Somatic emb per explant 1-1	Satt353
2174	Seed width 1-3	L199_2
2174	Seed width 1-3	Sat_062
2085	Seed sucrose 3-1	Satt020
3059	Pod number 6-4	9999
2116	Lodging 22-2	Satt593
2093	SCN 33-3	Satt163
2093	SCN 33-3	Satt309
2099	Seed coat color 1-2	A089_2
2070	Flood tolerance 4-7	Satt477
2210	Pod number 3-12	9999
2191	Seed height 1-7	Satt150
2191	Seed height 1-7	Satt567
2746	Node number 5-1	Sat_153
2201	Pod number 3-3	Satt277
2173	Seed width 1-2	Satt369
2173	Seed width 1-2	Satt553
2248	Internode length 1-6	Satt260
2208	Pod number 3-10	9999
2186	Seed height 1-2	T028_1
2186	Seed height 1-2	Satt509
2212	Plant height 26-2	Satt300
2212	Plant height 26-2	Satt042
2082	Seed oligosaccharide 2-5	Satt287
2108	Seed palmitic 5-2	Satt537
2192	Seed height 1-8	Satt002
2192	Seed height 1-8	Satt582
2113	Seed linolenic 4-1	Satt263
2204	Pod number 3-6	9999
2124	First flower 15-1	Satt546
2662	Pods per node 3-3	Satt162
2207	Pod number 3-9	9999
2260	Plant height 27-2	Satt145
2088	Seed sucrose 3-4	Satt442
2163	Seed volume 1-3	Satt508
2163	Seed volume 1-3	Satt421
2170	Seed volume 1-10	L192_1
2170	Seed volume 1-10	Satt136
2086	Seed sucrose 3-2	Satt537
2165	Seed volume 1-5	L199_2
2165	Seed volume 1-5	Sat_062
2270	Phytoph 8-4	K644_1
2068	Flood tolerance 4-5	A685_1
2253	Internode length 1-11	Satt356
2253	Internode length 1-11	Satt570
2217	Plant height 26-7	Satt197
2217	Plant height 26-7	Satt251
2257	Internode length 1-15	OE02_1000
2203	Pod number 3-5	9999
2141	SCN 34-2	Satt162
2141	SCN 34-2	Satt330
2112	Seed linoleic 4-1	Satt185
2268	Phytoph 8-2	A515_1
2189	Seed height 1-5	L199_2
2189	Seed height 1-5	Sat_062
2157	Seed length 1-13	SOYGPATR
2157	Seed length 1-13	Satt578
2079	Seed oligosaccharide 2-2	Satt100
2235	Flower form 1-3	Sat_219
2225	Plant height 26-15	Sct_189
2176	Seed width 1-5	Satt150
2176	Seed width 1-5	Satt567
2155	Seed length 1-11	Sat_099
2155	Seed length 1-11	G173_1
1045	Chlorosis, leaflet Mn induced 1-1	Satt318
1046	Chlorosis, leaflet Mn induced 1-2	Sat_092
1058	Necrosis, root Mn induced 1-1	Satt239
1018	Necrosis, root Mn induced 1-2	Satt291
1059	Necrosis, root Mn induced 1-3	Satt305
1060	Necrosis, root Mn induced 1-4	OE02_1000
1539	Seed weight 20-1	T
2175	Seed width 1-4	Satt291
2175	Seed width 1-4	A426_1
2061	Fe effic 13-1	Satt211
2074	Flood tolerance 4-11	Satt153
2074	Flood tolerance 4-11	Satt581
2177	Seed width 1-6	L072_1
2177	Seed width 1-6	A401_2
2246	Internode length 1-4	Satt424
2190	Seed height 1-6	Satt291
2190	Seed height 1-6	A426_1
2178	Seed width 1-7	G173_1
2178	Seed width 1-7	Dt1
2149	Seed length 1-5	Satt277
2149	Seed length 1-5	Satt489
2077	Flood tolerance 4-14	Ngm 93
2077	Flood tolerance 4-14	Satt658
2241	Hypocotyl length 2-1	Satt160
2219	Plant height 26-9	Satt537
2219	Plant height 26-9	Satt428
2239	First flower 16-3	AB002807
2125	First flower 15-2	Sct_010
2269	Phytoph 8-3	Satt688
2161	Seed volume 1-1	Sat_112
2161	Seed volume 1-1	G214_10
2184	Seed width 1-13	9999
2135	Pod maturity 15-1	Satt567
2135	Pod maturity 15-1	Satt463
2226	Plant height 26-16	Satt547
2226	Plant height 26-16	Satt244
2105	First flower 22-3	Sat_099
2109	Seed stearic 4-1	Satt168
2109	Seed stearic 4-1	Satt556
2109	Seed stearic 4-1	Satt070
2109	Seed stearic 4-1	Satt474
2261	Somatic embryogenesis 1-1	Satt307
2198	Seed height 1-14	A063_1
2198	Seed height 1-14	N
2249	Internode length 1-7	Satt415
2139	Lodging 17-1	Satt137
2139	Lodging 17-1	Satt178
2255	Internode length 1-13	Satt145
2244	Internode length 1-2	Sat_357
2228	Plant height 26-18	9999
2223	Plant height 26-13	Satt199
2196	Seed height 1-12	SOYGPATR
2196	Seed height 1-12	Satt578
2159	Seed length 1-15	Sat_077
2159	Seed length 1-15	Satt338
2071	Flood tolerance 4-8	Satt164
2264	Somatic emb per explant 1-2	Satt427
2221	Plant height 26-11	Satt146
2103	First flower 22-1	Satt180
2103	First flower 22-1	Satt338
2129	Seed yield 17-4	Satt567
2129	Seed yield 17-4	Satt463
2092	SCN 33-2	Satt632
2092	SCN 33-2	Sat_406
2065	Flood tolerance 4-2	Satt290
2065	Flood tolerance 4-2	Satt282
2199	Pod number 3-1	Satt426
2199	Pod number 3-1	Satt509
2153	Seed length 1-9	Satt335
2153	Seed length 1-9	Satt072
2150	Seed length 1-6	Satt150
2150	Seed length 1-6	Satt567
2143	SCN 34-4	Satt148
2166	Seed volume 1-6	Satt150
2166	Seed volume 1-6	Satt567
2220	Plant height 26-10	Satt045
2220	Plant height 26-10	Satt231
2180	Seed width 1-9	Sat_096
2180	Seed width 1-9	Satt095
2075	Flood tolerance 4-12	9999
2123	Pubescence density 1-2	Satt181
2064	Flood tolerance 4-1	Satt277
2064	Flood tolerance 4-1	Satt100
2064	Flood tolerance 4-1	A538_1
2094	SCN 33-4	Satt453
2266	Somatic embryogen effic 1-1	Satt427
2095	SCN 33-5	Satt163
2095	SCN 33-5	Satt309
2238	First flower 16-2	Satt296
2183	Seed width 1-12	9999
2233	Flower form 1-1	Satt640
2231	Plant height 26-21	9999
2259	Plant height 27-1	Satt357
2259	Plant height 27-1	Satt371
2158	Seed length 1-14	L192_1
2158	Seed length 1-14	Satt136
2122	Pubescence density 1-1	Satt147
2213	Plant height 26-3	Satt155
2168	Seed volume 1-8	Satt166
2168	Seed volume 1-8	Satt006
2134	Plant height 19-5	Satt567
2134	Plant height 19-5	Satt463
2107	Seed palmitic 5-1	Satt133
2188	Seed height 1-4	A975_1
2188	Seed height 1-4	K636_2
2164	Seed volume 1-4	A975_1
2164	Seed volume 1-4	K636_2
2091	SCN 33-1	Satt688
2091	SCN 33-1	Satt309
2234	Flower form 1-2	Satt468
2097	SCN 33-7	Sat_280
2097	SCN 33-7	Satt549
2172	Seed width 1-1	B2
2172	Seed width 1-1	Satt573
2089	Seed sucrose 3-5	Satt287
2081	Seed oligosaccharide 2-4	Satt442
2206	Pod number 3-8	9999
2154	Seed length 1-10	Satt527
2154	Seed length 1-10	Satt166
2069	Flood tolerance 4-6	A715_1
2256	Internode length 1-14	Sat_162
2200	Pod number 3-2	Satt251
2200	Pod number 3-2	Satt509
2224	Plant height 26-14	Satt505
2224	Plant height 26-14	Sat_094
2090	Seed sucrose 3-6	Sct_065
2247	Internode length 1-5	Satt594
2167	Seed volume 1-7	Satt527
2167	Seed volume 1-7	Satt166
2080	Seed oligosaccharide 2-3	Satt483
2156	Seed length 1-12	A463_1
2156	Seed length 1-12	K001_1
2209	Pod number 3-11	9999
2205	Pod number 3-7	9999
2215	Plant height 26-5	Satt276
2193	Seed height 1-9	L050_14
2193	Seed height 1-9	Sct_033
2083	Seed oligosaccharide 2-6	Sct_065
2252	Internode length 1-10	Satt307
2100	Seed coat color 1-3	Satt100
2202	Pod number 3-4	Satt277
2181	Seed width 1-10	G214_24
2181	Seed width 1-10	Satt399
2144	SCN 34-5	Satt173
2144	SCN 34-5	Satt466
2160	Seed length 1-16	9999
2137	Pod maturity 15-3	Satt134
2137	Pod maturity 15-3	T
2145	Seed length 1-1	Sat_112
2145	Seed length 1-1	G214_10
2140	SCN 34-1	Satt533
2140	SCN 34-1	Satt517
2072	Flood tolerance 4-9	Satt296
2078	Seed oligosaccharide 2-1	Satt020
2128	Seed yield 17-3	Satt575
2121	Seed yield 24-1	Satt076
2236	Flower form 1-4	Satt229
2060	SCN 32-3	Satt453
2060	SCN 32-3	Sat_331
2114	Seed linolenic 4-2	Satt235
2267	Phytoph 8-1	Satt414
2194	Seed height 1-10	Satt527
2194	Seed height 1-10	Satt166
2147	Seed length 1-3	Satt207
2147	Seed length 1-3	Satt315
2115	Lodging 22-1	Satt225
2229	Plant height 26-19	9999
2063	Fe effic 13-3	Sat_104
2258	Internode length 1-16	OI03_450
2262	Somatic embryogenesis 1-2	Satt286
2254	Internode length 1-12	Satt546
2102	Seed coat color 1-5	9999
2245	Internode length 1-3	Satt307
2111	Seed oleic 4-1	Satt263
2058	SCN 32-1	Satt038
2058	SCN 32-1	Satt309
2058	SCN 32-1	Sat_141
2101	Seed coat color 1-4	Satt125
2216	Plant height 26-6	Satt509
2216	Plant height 26-6	Satt251
2151	Seed length 1-7	Sat_003
2151	Seed length 1-7	Satt494
2152	Seed length 1-8	Satt423
2152	Seed length 1-8	W1
2185	Seed height 1-1	Satt508
2185	Seed height 1-1	Satt421
2076	Flood tolerance 4-13	9999
2187	Seed height 1-3	A053_2
2187	Seed height 1-3	R183_1
2126	Seed yield 17-1	Satt137
2126	Seed yield 17-1	Satt178
2146	Seed length 1-2	Satt508
2146	Seed length 1-2	Satt421
2148	Seed length 1-4	Satt234
2148	Seed length 1-4	Satt022
2062	Fe effic 13-2	Satt481
2250	Internode length 1-8	Satt570
2250	Internode length 1-8	Satt356
2227	Plant height 26-17	Satt022
2136	Pod maturity 15-2	Satt592
2136	Pod maturity 15-2	Satt581
2195	Seed height 1-11	Satt166
2195	Seed height 1-11	Satt006
2073	Flood tolerance 4-10	Satt658
2067	Flood tolerance 4-4	A520_1
2106	First flower 22-4	9999
2237	First flower 16-1	Satt531
2059	SCN 32-2	Satt583
2059	SCN 32-2	Sat_364
2084	Seed oligosaccharide 2-7	Satt166
2162	Seed volume 1-2	Satt369
2162	Seed volume 1-2	Satt553
2138	Pod maturity 15-4	Satt481
2138	Pod maturity 15-4	Sct_010
2243	Internode length 1-1	Satt208
2066	Flood tolerance 4-3	A489_1
2240	First flower 16-4	Satt229
2242	Hypocotyl length 2-2	Satt145
2098	Seed coat color 1-1	Satt333
2222	Plant height 26-12	Satt288
2171	Seed volume 1-11	N
2171	Seed volume 1-11	Satt338
2232	Plant height 26-22	9999
2211	Plant height 26-1	Satt200
2211	Plant height 26-1	Satt042
2131	Plant height 19-2	Satt592
2131	Plant height 19-2	Satt581
2169	Seed volume 1-9	SOYGPATR
2169	Seed volume 1-9	Satt578
2251	Internode length 1-9	Satt594
2197	Seed height 1-13	L192_1
2197	Seed height 1-13	Satt136
2087	Seed sucrose 3-3	Satt483
2104	First flower 22-2	Satt289
2104	First flower 22-2	Satt557
2104	First flower 22-2	Satt100
2182	Seed width 1-11	A063_1
2182	Seed width 1-11	N
2265	Somatic emb per explant 1-3	Satt505
2110	Seed stearic 4-2	Satt249
2214	Plant height 26-4	Satt276
2096	SCN 33-6	Satt453
2179	Seed width 1-8	Satt166
2179	Seed width 1-8	Satt006
2230	Plant height 26-20	9999
2218	Plant height 26-8	Satt197
2142	SCN 34-3	Satt260
2142	SCN 34-3	Satt196
2263	Somatic emb per explant 1-1	Satt353
2174	Seed width 1-3	L199_2
2174	Seed width 1-3	Sat_062
2085	Seed sucrose 3-1	Satt020
2127	Seed yield 17-2	Satt134
2127	Seed yield 17-2	T
2116	Lodging 22-2	Satt593
2093	SCN 33-3	Satt163
2093	SCN 33-3	Satt309
2099	Seed coat color 1-2	A089_2
2070	Flood tolerance 4-7	Satt477
2210	Pod number 3-12	9999
2191	Seed height 1-7	Satt150
2191	Seed height 1-7	Satt567
2132	Plant height 19-3	Satt134
2132	Plant height 19-3	T
2201	Pod number 3-3	Satt277
2173	Seed width 1-2	Satt369
2173	Seed width 1-2	Satt553
2248	Internode length 1-6	Satt260
2208	Pod number 3-10	9999
2186	Seed height 1-2	T028_1
2186	Seed height 1-2	Satt509
2212	Plant height 26-2	Satt300
2212	Plant height 26-2	Satt042
2082	Seed oligosaccharide 2-5	Satt287
2108	Seed palmitic 5-2	Satt537
2192	Seed height 1-8	Satt002
2192	Seed height 1-8	Satt582
2113	Seed linolenic 4-1	Satt263
2204	Pod number 3-6	9999
2124	First flower 15-1	Satt546
2133	Plant height 19-4	Satt575
2207	Pod number 3-9	9999
2260	Plant height 27-2	Satt145
2088	Seed sucrose 3-4	Satt442
2163	Seed volume 1-3	Satt508
2163	Seed volume 1-3	Satt421
2170	Seed volume 1-10	L192_1
2170	Seed volume 1-10	Satt136
2086	Seed sucrose 3-2	Satt537
2165	Seed volume 1-5	L199_2
2165	Seed volume 1-5	Sat_062
2270	Phytoph 8-4	K644_1
2068	Flood tolerance 4-5	A685_1
2253	Internode length 1-11	Satt356
2253	Internode length 1-11	Satt570
2217	Plant height 26-7	Satt197
2217	Plant height 26-7	Satt251
2257	Internode length 1-15	OE02_1000
2203	Pod number 3-5	9999
2141	SCN 34-2	Satt162
2141	SCN 34-2	Satt330
2112	Seed linoleic 4-1	Satt185
2268	Phytoph 8-2	A515_1
2189	Seed height 1-5	L199_2
2189	Seed height 1-5	Sat_062
2157	Seed length 1-13	SOYGPATR
2157	Seed length 1-13	Satt578
2079	Seed oligosaccharide 2-2	Satt100
2130	Plant height 19-1	Satt178
2130	Plant height 19-1	Satt349
2235	Flower form 1-3	Sat_219
2225	Plant height 26-15	Sct_189
2176	Seed width 1-5	Satt150
2176	Seed width 1-5	Satt567
2155	Seed length 1-11	Sat_099
2155	Seed length 1-11	G173_1
2497	Pod wall width 1-8	GMABAB
2302	Net photosyn rate 1-1	Satt241
2302	Net photosyn rate 1-1	Satt345
2941	Seed protein 31-4	Satt520
2929	Seed weight 36-9	Satt454
2929	Seed weight 36-9	Satt382
2944	Seed weight 37-2	Satt252
2944	Seed weight 37-2	GMRUBP
2862	Seed oil 36-2	AW734043
2424	Seed set 3-2	Satt439
2347	Al tolerance 3-5	Sat_128
2816	Seed glycitein 8-9	Sat_215
2675	Pod maturity 25-1	Satt100
2515	Seed daidzein 5-1	9999
2995	shoot weight, dry 1-3	Satt485
2995	shoot weight, dry 1-3	Satt080
2995	shoot weight, dry 1-3	Satt387
2934	Seed weight 36-14	Satt070
2934	Seed weight 36-14	Satt596
2915	Seed weight 35-6	Satt555
2915	Seed weight 35-6	Satt046
2855	Seed palmitic 7-8	Sat_293
2415	Plant height 29-1	Satt100
3080	Plant height 33-8	Sat_117
2677	Seed oil 33-1	Satt100
2431	Seed weight per plant 3-1	Satt390
3082	Pod maturity 27-2	BARC-041421-07980
2581	Seed oil 31-1	Satt546
2750	Seed width 3-2	Satt045
2750	Seed width 3-2	Satt699
2680	Seed protein 29-1	Satt100
2881	Phytoph 11-12	9999
2566	Seed oil 30-4	Satt063
2566	Seed oil 30-4	Satt070
2273	Photoperiod insensitivity 4-1	Satt557
2505	Pod wall to Pod weight ratio 1-1	Satt203
2505	Pod wall to Pod weight ratio 1-1	Satt198
2358	SCN 36-7	Satt294
2358	SCN 36-7	Sat_207
2764	Leaflet chlorophyll 1-9	Sat_402
2764	Leaflet chlorophyll 1-9	Satt277
2528	Phytoph 9-4	Satt168
2528	Phytoph 9-4	Satt304
2528	Phytoph 9-4	Satt070
2572	Seed protein 28-4	Satt063
2572	Seed protein 28-4	Satt070
2916	Seed weight 35-7	Satt527
2916	Seed weight 35-7	Sct_010
3139	Row spacing response 1-2	Satt585
2914	Seed weight 35-5	Satt354
2914	Seed weight 35-5	Satt419
2729	Pod maturity 26-1	Satt227
2729	Pod maturity 26-1	Satt422
2585	Seed palmitic plus stearic 1-2	Satt523
2499	Pod wall weight 1-1	Satt370
2849	Seed palmitic 7-2	Sat_298
2849	Seed palmitic 7-2	Sat_240
2955	SCN 41-1	Satt309
2955	SCN 41-1	Satt275
2748	Seed length 3-2	Satt303
2748	Seed length 3-2	Sat_315
2798	Seed daidzein 8-7	Satt384
2793	Seed daidzein 8-2	Satt373
2297	Seed tocopherol, total 1-5	Satt592
2463	Seed linoleic 6-2	Satt333
2463	Seed linoleic 6-2	Satt233
2779	Reproductive stage length 9-1	Satt414
2779	Reproductive stage length 9-1	Sat_339
2443	Pod dehiscence 3-2	Satt577
2443	Pod dehiscence 3-2	Satt126
2883	Phytoph 11-14	9999
2474	Seed linolenic 7-3	Satt634
2474	Seed linolenic 7-3	Sat_423
2789	Seed isoflavone 7-9	Satt546
2768	Leaflet chlorophyll 1-13	Sat_391
2768	Leaflet chlorophyll 1-13	Satt150
2422	Pod number 5-2	Satt390
2580	Seed weight 30-7	Satt372
2440	Pod borer 1-2	Satt253
2440	Pod borer 1-2	Satt314
3119	Seed daidzein 10-5	Satt648
2856	Seed stearic 6-1	Sat_137
2652	Seed yield 25-6	Satt277
2740	SDS 11-2	Satt574
2740	SDS 11-2	Satt543
2740	SDS 11-2	Satt488
2740	SDS 11-2	Sat_001
2311	Plant weight 2-1	Satt241
2311	Plant weight 2-1	Satt345
2961	Seed yield 26-1	Satt514
2961	Seed yield 26-1	Satt528
2961	Seed yield 26-1	Satt082
2961	Seed yield 26-1	Satt574
2961	Seed yield 26-1	Satt543
2961	Seed yield 26-1	Satt488
2560	Seed isoflavone 4-3	Satt152
2560	Seed isoflavone 4-3	Satt521
2272	Photoperiod insensitivity 3-2	Satt156
2272	Photoperiod insensitivity 3-2	Satt166
2272	Photoperiod insensitivity 3-2	Sat_099
2272	Photoperiod insensitivity 3-2	Satt006
2841	Flood tolerance 7-2	AW132402
2841	Flood tolerance 7-2	Satt187
2841	Flood tolerance 7-2	Satt424
2485	Pod maturity 24-7	Sat_226
2485	Pod maturity 24-7	Sat_256
2718	Seed isoflavone 6-2	Sat_279
2671	First flower 18-1	Satt100
3050	Days to germination 1-1	9999
2996	Shoot fresh to dry weight ratio 1-1	Sat_083
2996	Shoot fresh to dry weight ratio 1-1	Satt318
2613	First flower 23-1	Satt289
2449	Pod dehiscence 3-8	Satt173
2449	Pod dehiscence 3-8	Satt243
3125	Seed isoflavone 8-3	Satt499
2826	Pubescence density 2-4	Satt267
2826	Pubescence density 2-4	Satt201
2821	Pod dehiscence 4-1	Satt409
2630	Seed glycitein 6-4	Satt242
2526	Phytoph 9-2	Satt160
2526	Phytoph 9-2	Satt149
2866	Seed oil 36-6	Satt472
2866	Seed oil 36-6	Satt191
2363	Seed calcium 1-1	Satt228
2363	Seed calcium 1-1	Sat_377
2461	Seed oleic 6-12	Sat_133
2461	Seed oleic 6-12	Sat_309
2367	Plant height 28-1	Satt162
2552	Sclero 9-4	Satt185
2552	Sclero 9-4	Satt491
2552	Sclero 9-4	Satt263
2307	Shoot weight 3-2	Satt281
2307	Shoot weight 3-2	Satt422
2874	Phytoph 11-5	9999
2835	Pubescence density 2-13	Sat_107
3042	Seed coat cracking 3-3	Satt172
3042	Seed coat cracking 3-3	Satt274
2334	Rag 1-1	9999
3137	Flooding yield index 1-4	Sct_033
2953	Seed weight 37-11	Satt330
2436	SCN 40-4	Satt250
2436	SCN 40-4	Satt551
2280	Seed tocopherol, alpha 1-4	Satt440
2381	SCN 38-3	Sat_350
2381	SCN 38-3	Satt244
2326	Leaflet weight 1-1	9999
3128	Fusarium lesion length 1-2	W1
3111	Seed genistein 10-4	Satt648
2972	SDS 13-8	A588_1
2972	SDS 13-8	K011_2
2972	SDS 13-8	T028_1
2993	shoot weight, dry 1-1	Satt177
2993	shoot weight, dry 1-1	Satt424
2414	Seed stearic 5-5	Satt260
2631	Seed isoflavone 5-1	Sat_337
2631	Seed isoflavone 5-1	Sat_140
2356	SCN 36-5	Sat_168
2356	SCN 36-5	Satt275
2356	SCN 36-5	Satt309
2510	Pod wall to Pod weight ratio 1-6	Satt293
2456	Seed oleic 6-7	Satt220
2456	Seed oleic 6-7	Sat_226
2360	Seed coat cracking 1-1	Sat_279
3163	Seed protein 34-5	Sat_215
3163	Seed protein 34-5	GMENOD2B
3156	Phytoph 13-3	Sat_036
3156	Phytoph 13-3	Sat_414
